complaint,department
Traffic signal malfunction near the temple led to a minor collision between two cars yesterday.,Traffic Signals
"We request urgent repair of the crater-like pothole in Nehru Colony, an elderly man fell into it yesterday.",Roads & Potholes
Waste water from the sewage treatment plant is leaking into the nearby pond Lakeview Apartments.,Sewage & Drainage
"After the recent road widening work in the slum area behind our society, the streetlights were never reinstalled.",Street Lighting
Rats and cockroaches are coming from the open drain near the temple into our homes.,Sewage & Drainage
Illegal construction is taking place near the railway station without any approved building permit.,Other
"there is a dead animal lying on the road near near the railway station since two days, please remove it",Other
The market area at the railway crossing generates huge waste daily but there is no proper disposal system.,Garbage Collection
Sudden power cuts during the exam period outside City Hospital are badly affecting students studying at night.,Electricity
The waste segregation bins near the bus depot have all been mixed together and never emptied.,Garbage Collection
Weekend crowds leave the park MG Road full of trash by evening with no cleanup afterward.,Parks & Gardens
Noise pollution from the loudspeaker at the temple in Nehru Colony continues late into the night.,Other
The nala near on Station Road has not been desilted before the monsoon season this year.,Sewage & Drainage
"The pedestrian crossing signal Rajpuri village does not work, it's very risky for elderly people.",Traffic Signals
"Please add more seating at the bus terminus in the slum area behind our society, elderly passengers have to stand for hours.",Public Transport
The water supply timing has changed suddenly and nobody informed the residents on the highway bypass road.,Water Supply
The nala near on the service road has not been desilted before the monsoon season this year.,Sewage & Drainage
The signal pole MG Road was damaged in an accident and hasn't been repaired since.,Traffic Signals
The signal close to the college gate was knocked down by a truck last week and has not been replaced.,Traffic Signals
The park in Kalyan Nagar has become a dumping ground for construction debris from nearby buildings.,Parks & Gardens
The solar streetlights near St. Mary's convent school stopped charging and remain off every single night now.,Street Lighting
Commuters at in front of Ambedkar Park have been complaining about rash driving by local bus drivers.,Public Transport
the park near close to the fire station is full of garbage and drunkards hang around there at night,Parks & Gardens
"Beggars and vendors crowd the temple entrance near Gandhi Chowk, making it difficult for devotees to enter.",Other
"There are no streetlights or road markings on the newly built road behind the fish market, very risky at night.",Roads & Potholes
Requesting a new traffic signal installation near the hospital junction near the temple urgently.,Traffic Signals
please help us regarding the noise from the generator running all night near near the church junction,Other
Weekend crowds leave the park in the slum area behind our society full of trash by evening with no cleanup afterward.,Parks & Gardens
"Fireworks are being burst well beyond the permitted hours close to the college gate, disturbing elderly residents.",Other
