"complaint","department"
"We request CCTV cameras to be installed on Ring Road due to increasing theft incidents recently.","Other"
"Please add more seating at the bus terminus Lakeview Apartments, elderly passengers have to stand for hours.","Public Transport"
"the park near near the panchayat office is full of garbage and drunkards hang around there at night","Parks & Gardens"
"Flies and mosquitoes are breeding in the garbage heap in Nehru Colony, we fear disease outbreak.","Garbage Collection"
"Flies and mosquitoes are breeding in the garbage heap close to the fire station, we fear disease outbreak.","Garbage Collection"
"Passengers are forced to travel on the footboard on the in front of the primary health centre route due to overcrowding.","Public Transport"
"the light pole near Sector 12 fell down in the storm and nobody came to fix it yet","Street Lighting"
"Long queues form daily behind the fish market because the signal cycle is poorly timed for the traffic volume.","Traffic Signals"
"Sir, our society close to the fire station has not had its garbage picked up for over a week now.","Garbage Collection"
"Weekend crowds leave the park on Ring Road full of trash by evening with no cleanup afterward.","Parks & Gardens"
"our society entrance at the bus stop on Church Street has no light at all after 9pm, security guard cant see anything","Street Lighting"
"A speed breaker near St. Mary's convent school was built without proper marking and bikers keep falling at night.","Roads & Potholes"
"The stormwater drain outside the mosque has been encroached upon, causing flooding every time it rains.","Sewage & Drainage"
"The countdown timer at the signal near the panchayat office is broken, drivers don't know when to stop.","Traffic Signals"
"Residents behind the fish market are suffering from a foul smell due to the choked drainage system.","Sewage & Drainage"
"Streetlight cables in Rampur village were stolen last week and the area has been dark since.","Street Lighting"
"The public garden close to the college gate lacks proper fencing, stray cattle keep entering and damaging plants.","Parks & Gardens"
"There is a burning smell coming from the electric pole near the bus depot, please send someone immediately.","Electricity"
"The solar streetlights Sector 12 stopped charging and remain off every single night now.","Street Lighting"
"The feeder bus service to the metro station in the industrial area has been discontinued without explanation.","Public Transport"
"Illegal construction is taking place near the panchayat office without any approved building permit.","Other"
"please fix the transformer near in front of Ambedkar Park its been making a buzzing noise for days now","Electricity"
"During the festival, extra waste was generated but no additional collection was arranged Green Valley Society.","Garbage Collection"
"After last night's storm, the traffic light in Old Town market went completely dark and stayed that way.","Traffic Signals"
"the dustbin near near the temple is broken and overflowing since many days, plz send a truck","Garbage Collection"
"The newly laid road on the service road has already started cracking within two months of construction.","Roads & Potholes"
"We need an additional bus route connecting near St. Mary's convent school to the industrial area for workers.","Public Transport"
"The signal near the railway crossing near the panchayat office does not sync properly with the gate timings.","Traffic Signals"
"the drain near outside City Hospital is blocked with plastic and overflowing into our compound","Sewage & Drainage"
"traffic light near in Nehru Colony is stuck on red always, cars just ignore it now","Traffic Signals"
"After the pipeline repair work in Old Town market, air is coming through the tap instead of water.","Water Supply"
"Request pest control services behind the community hall, cockroach and rat infestation has become severe.","Other"
"The footpath near St. Mary's convent school is broken and pedestrians are forced to walk on the busy road.","Roads & Potholes"
"The countdown timer at the signal in front of Ambedkar Park is broken, drivers don't know when to stop.","Traffic Signals"
